text,label,reason
"I have been a customer for over a year, having eyebrow tinting and brow threading. I recently added facial waxing. I had a tinting of the brow the 24th of December and noticed that the dye was FADING rather quickly, within 4 days the gray hair was back and on the 9ith day following the service I went back to the salon for them to correct. I expected the correction to be quick but I found A CALL TO THE OWNER was needed and I was told that if I wanted a correction it SHOULD HAVE BEEN TWO DAYS from",none,nan
Wonderful staff and great COVID precautions taken!,none,nan
"The owner of the place texted me, harassing me. I went to Silky Smooth DC. It was the first day of woman who was threading me and she was just trying to make conversation. She asked me about me and so I reciprocated. I found out that she's been in the States for 4 years and has an 8 year old daughter. The remainder of her family husband and mother are back in Nepal and she's collecting money to sponsor them to come here. She makes very little money lives off of tips cannot afford to really live ",none,nan
They took me as a walk in and I was out after a threading in less than 15 mins! The staff is extremely professional and the business is very clean and nice. They even have all sorts of charges located in the waiting area which was a nice surprise.,none,nan
I was pleased with the service I received. It’s a nice clean shop with wonderful customer service. I will be returning to get my eyebrows threaded again!!!,none,nan
I have been there twice for my eyebrows and was totally satisfied. I would recommend Silky Smooth to anyone looking for pampering herself. The owner is friendly and the atmosphere is clean.,none,nan
Best threading shop in DC... Customer service is always top notch and Krishna does the best job on my uneven eyebrows.,none,nan
"Silky is my go-to gal for hair removal. She really knows what she is doing, very thorough while being comforting.",none,nan
Friendly staff and relaxing atmosphere. They do a great job!,none,nan
Be your best..😍,none,nan
"I write this review as a current member of the City Tavern Club. I very much have enjoyed my time at CTC so far - I've had the opportunity to meet a diverse, accomplished group of members and received a warm welcome from the membership. The club offers varied activities, ranging from interesting book talks and lectures to more social events like wine tastings and seasonal parties. The food and wine selection is fabulous. The building itself, c. 1796, is extremely well maintained and well-appoint",none,nan
"We held a birthday party for my mother-in-law at the club. The staff, food, and accommodations were perfect for the occasion. What an amazing opportunity to experience American history with great food. I plan to host more parties at this venue.",none,nan
Beautiful space for a party. Great staff,none,nan
"Decent Italian place. Good food, good service. Better than popular Italian place across the street ""tomate"". This is the real deal. For some reason, the atmosphere and staff reminded me of the movie ""The Big Night"". Check it out if you are in the area and want good italian food.",none,nan
Love this place. The nicest bartenders and the strongest drinks. Well worth a visit. Tegar is a real great guy.,none,nan
This is a great place with a friendly staff and good food,none,"On-topic, valid review of the business."
Great paella! Good spot for a date.,none,nan
"Quick eats, not too expensive",none,nan
Food was mediocre. It was dead on a Saturday night which should have said something. Service was slow.,none,nan
"Food and service, excellent",none,nan
Amazing tapas and friendly atmosphere!,none,nan
Disappointed with the food and the prices were just ridiculous for tapas.,none,nan
"(Translated by Google) Honestly, white potatoes do not come close to the true flavor, the other tapas nothing out of the ordinary ... I would not return. Without being very demanding, it is not a place where I can feel myself eating real Spanish food, although I understand that the ingredients may not have the quality of Mediterranean food. Something more of flavor and quality could be expected. (Original) Honestamente las patatas bravas ni se acercan al verdadero sabor, las otras tapas nada fue",none,nan
The staff was very friendly! The Braider JO is absolutely amazing on THE SLAYYY as always!,none,nan
No just a braiding salon they do all types of hair with bomb results,none,nan
Loved it VERY professional and the Ladies can do some HAIR!!!😊,none,nan
Went for trim. The shampoo is amazing but blowing out the hair was a bit rough. I have natural hair and it can hurt my hair when combining from the roots. She didnt cut too much of my hair so I am happy with that.,none,nan
I went in a lil nervous because of how damaged my hair is. The owner Dominique hooked me up. I walked out feeling like a new woman. I never had my hair cut so low but I like it. The staff is friendly and works with a sense of urgency. The shampoo girl is really cool I love the music and different Quotes all around the shop. I will be returning soon. I had a great experience,none,nan
"Kim is the only person my friend goes to, shes the best. I've seen her do her styling & she never disappoints",none,nan
Very dirty there they talking about you in their own language they charge you too much money,none,nan
"I was a first time client, my appointment was set for 11:00am and I didn't leave there until 5:00pm.",none,nan
"Professional, courteous and knowledgeable. Ask for Tamira",none,nan
Gotta get back here. These ladies rock!,none,nan
Kia the best and the staff,none,nan
Flossie my stylist bomb,none,nan
Enjoyed my visit thanks to Kerry,none,nan
Ok..had a few cool items,none,nan
Close and convenient plus the staff is super Lit,none,nan
"Love the prices, just not alot of kids shoes to choose from",none,nan
"They had nothing I needed, and I felt like one of the workers was high",none,nan
Nice store and very pricey,none,nan
Nice variety of shoes for the family!,none,nan
$30 for a snap back ••• Go ahead and close your stores..,none,nan
"Prices are too high, even the sales aren't worth it",none,nan
They had what my son was looking for,none,nan
Terrible selection Need more brands of shoes,none,nan
Go to spot for sneakers on sale,none,nan
shoes are great....sometimes the prices are expensive.,none,nan
"Even after walking by Micho's for the last three years, I've never been tempted to go in until I saw the 4 star rating on Yelp. So, my Monday night dinner buddy and I went here for some good old fast casual Lebanese food. It was a decent experience, but we won't be back. The atmosphere is like most fast casual restaurants with plenty of seating. You can build your own kabob or you can order one they make for you. I had the chicken kabob and it was okay. It has french fries inside, but it lacked ",none,nan
"I got a delicious chicken shawarma from this restaurant. I would love to come again. Also, I received a special respect from the staff.",none,nan
"Great food ! Authentic# good service but if you in the evening only one person, so there will be a line",none,nan
I love to get my veggie fix on their very large platter of falafel roasted veggies. It is a favorful meal in a casual atmosphere.,none,nan
"This place is the best place to try the middle eastern or the arabic food, Shawarma, Falafel, Kabob so great. They really deserve 7 stars. They are really professional. Very friendly, and nice team. I love to go there and hope the best for them.",none,nan
Well seasoned meats with good grill flavor. Best freakin' fries on H St NE.,none,nan
Decent quick schwarma. Nice people.,none,nan
Hey guys if you want to enjoy a good taste food this is the place for you,none,nan
Great service and the food is tasty,none,nan
Good food and service,none,nan
The owner and chef are the best!,none,nan
Review for Cauliflower over rice bowl. 1. Only four toppings just sprinkled over white rice. 2. Only one sauce in pathetically low amount.,none,nan
Food was OK but took a while to come out,none,nan
Great food and beer!,none,nan
My go to for shawarma in DC,none,nan
The help desk was very busy but was able to help me with all my printing and scanning needs in a timely fashion.,none,nan
"This public library is large, clean and suitable for the whole family. It has a variety of books and a dedicated area for children complete. You can also attend the different activities that are scheduled monthly, there is a special program for children from 18 months to 12 years. You can come by metro through the red line, it has no parking but you can accommodate your vehicle on the street. It is accessible for wheelchairs and strollers.",none,nan
Just visit restroom nice,none,Legitimate review about the cleanliness of the place.
The covid19 hours are Monday-Saturday 11AM-2pm and 3pm-7pm.,none,nan
"This library was completely renewed. Here you can reserve study rooms, rent a lot of books sci-fi and no sci-fi, DVDs and periodicals. The space is very clear and silent and has unisex bathrooms. The localization is very good too, near to Cleveland park metro station (3 minutes walking). Free WiFi and sofa with individual outlets.",none,nan
A beautiful public library great for pooping,none,nan
"very nice little neighborhood library. staff is super friendly. wifi works, what else can one say?",none,nan
Found it to be very quiet and a convenient place to study.,none,nan
"By far the worst library I've been in to in DC. They don't help you find books, are dismissive and unhelpful and even rude! I seriously a only come here when the only copy is left its at this library and I'm in a hurry to get the copy. Such terrible service!",none,nan
😎,none,nan
Pleasantly a resource of the District's that accommodates the recreationally minded. It's so full service that I was about to get signed up for boxing classes at another location. I had a great time here.,none,nan
Great safe place to send kids to have some fun with other neighborhood kids. I cos h football there and it's always well lit and safe,none,nan
Working there. It's a nice environment.,none,nan
Everyone is very friendly. Great basketball court and gym. Wonderful staff. 👏👏,none,nan
"I took my kids to enjoy the park , they were having fun Nice water park",none,nan
Recreational place great for family fun,none,nan
Its very clean and the staff is very helpful.,none,nan
Friendly staff and great rec design.,none,nan
Love how my old neighborhood looks so great. Thank you DC!,none,nan
Great for indoor soccer and basketball. Booked most weekends.,none,nan
Grew up on dat field,none,nan
The employees are friendly and welcoming,none,nan
Great school!,none,nan
Typical Washington DC rec center.,none,nan
(Translated by Google) Alma mater # 1989 (Original) Alma mater #1989,none,nan
"As one who typically always visited dining options on the ""front"" side of Nats Park, I had the option to park on the 1st base gate side (back) for a game and was pleased to spy Jackie's immediately next to my parking option! The decor has images of Jacqueline Kennedy Onassis (Jackie O) in a stylized mural. The outdoor patio is large and offered (new to me!) Two patio options: tables and couches. The tables were served by waitstaff and the couches were ""self serve"" where you scanned a QR code and",none,nan
Great spot for people watching before or after baseball games! The burger was amazing. Drinks were great and the service was great also! I will definitely be back here.,none,nan
"I loved the chicken wing dish, my broccolini, the drink and the meatballs. My husband had the fish. I don't like restaurants that charge gratuity, especially where the service was meh.",none,nan
"Seems like there has been some discourse about service, seating, QR codes vs menus. As of April 2021, Jackie is back to as normal of a restaurant experience as you can get. Once at the table, masks can come off, and physical menus are provided (food and drinks). We actually didn't have a reservation, and they seated us outside right away. The well trimmed shrubs created a nice sense of privacy, while not being weird. Our server was EXCELLENT. I have seen some discussion about service in other re",none,nan
The food was absolutely exquisite with unexpectedly delightful flavors and textures. Everything was amazing and we nearly ordered the entire spring menu. Strongly recommend the chicharrones if they are on the menu. Get them with a side of rice and beans both of which are next level as well. The guacamole was smooth and topped with pepitas and served with plantain chips. The duck pastrami toast is a must order item for me when I take new people there. The creamy corn is a lovely combination of el,none,nan
Jackie is the indoor Dacha- Navy Yard rebranded. The design is almost the same with a few extra pieces of Jackie art added. They have tables outside with GQ codes so you never have to interact with staff. You pay through the GR code and someone brings it to your table. Their menu is large. I recommend the Jackie O cocktail for something refreshing and the croquettes are really good!,none,nan
Great place.. safe and spacious.. nice are,none,nan
"Absolutely loved everything we had, except the fried chicken. And honestly, that was still really delicious, just wish there was a little more chicken to the fried ratio. Great atmosphere, great presentation. 👏 Don't skip dessert.",none,nan
"I see the reviews on food and drinks are generally positive, but ours wasn't. The drinks were ""ok""- I might give them 3 stars. The cornbread was decent- my wife didn't eat it because it was a little dry. The strip steak was very chewy and just didn't have much flavor. I know what strip steak is, but it just wasn't good. The Smores dessert was primarily some type of graham cracker cake with chocolate mixed in parts of it and some marshmallows. Like all of the food, it looked good, but the taste w",none,nan
"(Translated by Google) An excellent place, well located, clean, home service is fast, the person who makes the deliveries takes their Biosecurity implements taking care of us, thank you !! (Original) Un exelente lugar, bien ubicado, limpio el servicio a domicilio es rapido la persona que realiza las entregas lleva sus implementos de Bioseguirdad cuidandonos gracias!!",none,nan
PMI runs the parking here and service is great Easy to use and get in and out.,none,nan
"Clean, good location by metro. Plenty of offices here",none,nan
Great office building. Easy to get to.,none,nan
Nice enough building. Currently home to DHS offices and AARP offices,none,nan
Not bad. Pretty good considering​ the size,none,nan
Long waits.... IDs checked... arrival and departure times noted...🤔,none,nan
Customer is #1,none,nan
"Oh wow! Perfect short order breakfast take-out in the heart of Chinatown. This is my go-to for eggs, pancakes, grits, and other breakfast staples cooked right there in front of you by crazy clean and tidy Korean(?) family. Nothing but amazing goodness to start your day, regardless when you do. Breakfast served all day!",none,nan
"Family dinette is small and obscure but very clean and most importantly the food is absolutely delicious. My go-to breakfast almost every morning is a ribeye steak, egg and cheese sandwich with extra butter and every time consistently it is perfect. Customer service is also awesome, and it's even better that you can order ahead and pick up when you are ready.",none,nan
"I stumbled upon Centrolina one afternoon while I was riding my bike and had to take a picture of the matching colors. I was immediately intrigued by this place as it was all boarded up and really couldn’t see to much besides the wood log wall, which I also decided to put in my apartment as well now. My sister, a buddy from college, and myself decided to finally try this place on 1/27/2021. Centrolina did not disappoint, our server Tim was extremely friendly and made us feel like we owned the pla",none,nan
Good breakfast spot. Lemonade ice tea mix is great,none,nan
"Quick service, dropped in after a meeting. Affordable prices, spicy pork lunch box was delicious!",none,nan
Always great food with great friendly service. Tastes like the homemade food mom used to make. Reasons prices too.,none,nan
Service and food are excellent but does not provide anything for handicapped,none,nan
"Nice cheap eats, keep in mind they close early, but open erly also.",none,nan
"Had a streak cheese sub Nov 2015 was very good, very quick w/ pepsi $8+. wish they had place sit but will deff go more often.",none,nan
This place do not deserve a star it is disgusting very dirty 😒,none,nan
Good Chinese food,none,"On-topic, valid review of the business."
Yummy food,none,nan
In and out in less than 30 minutes! Convenient new location of the Mammogram Suite.,none,nan
"They only provide copies of xrays by CD, which makes it very difficult to access them or share with other providers. They need to use a modern electronic format like everyone else. It isn't 1995 anymore.",none,nan
"I had to go to the K St location for an early morning scan. The scheduling process was easy and quick, the woman I spoke with on the phone helped me schedule an appointment for 2 days after the Dr's order. She also prepared me over the phone for what would happen during the scan so I felt comfortable coming in. Once I arrived at 745, I went to the wrong office (multiple offices in the building) on the first floor and was directed upstairs by a friendly associate. I was seen only 10 minutes behin",none,nan
Mammogram suite. Made appointment over the phone with ease. Arrived to appointment 10 mins early. Called to back promptly. Front dead and tech we're very friendly.,none,nan
"I am a ""frequent flyer"" here with multiple chronic issues. The MRI & xray techs are typically great and caring. Only reason it wasn't a 5 rating is while 2 of the 3 front desk folks are often very kind - there's almost always that one who just shoves the clipboard at you and asks for insurance/ID as if you're the next cattle in line for slaughter and so busy she doesn't have time to deal with your little issues (even if your exam could have serious effects on you).",none,nan
"Tried to set up an appointment here, took three separate calls to learn that the ONE person capable of doing ultrasounds was out of the country for a week. Unacceptable. Went to GW hospital instead, and had a MUCH better experience. I recommend you avoid these guys and do the same.",none,nan
Goto the one in Virginia. We went here and had Olga doing out sonogram. She was very cold and like a robot and just working so fast and we didn't get any good pictures. She didn't at least try and make it a nice experience getting to see our son. I'm not sure if the other staff may be better but this was a lousy experience at 20 weeks.,none,nan
"Avoid avoid avoid... 30 min wait. Got an extra charge for pregnancy ultrasound that should be 100% covered because they added 3D ultrasound image interpretation charge that never happend, wasn't requested for nor preauthorized by insurance",none,nan
They love to subscribe any test they know your insurance will pay for... even if you and your doctor both say no.,none,nan
I hate how it's all an automated phone menu and you have to wait for someone to call you back. But they did have the Golden Girls on in the waiting room.,none,nan
"Hill Auto Repair has been the best. They've been servicing my (new to me) 99 Jeep Cherokee and it's running amazingly well thanks to their work. They're not cheap but they get the job done right and they do it quickly. They even went the extra mile and did a few odd jobs around the car that I hadn't mentioned to them. I had a replacement trim panel in the back near the spare tire and they installed it for me, as well as fixed my loose rear view mirror. I highly recommend David and his staff.",none,nan
The review I provide was for the wrong shop apologies. I do plan on trying this shop for my next repair. Review pending.,none,nan
honest reasonable pricing. never tried to sell me something I didn't need. got junk yard pays for a window and side mirror replacement. great deal.,none,nan
"Clean/up-to-date shop, knowledgeable technicians (George 👍Sam) and honest prices/service. 💯",none,nan
Great place for oil change,none,nan
"No longer the same place or service it used to be, doesn't work with insurance or warranty people. Doesn't do auto body etc.",none,nan
Best in DC,none,nan
"NEW LOCATION: 433 Massachusetts Avenue NW.... The guys still provide the best service. I am glad of A location change; HOWEVER, the location is on a VERY BUSY street and parking is a challenge (more than previous location). Love the place inside. Great atmosphere.",none,nan
So much more accessible than the old location. Solidcore is in the basement.,none,nan
I was pleasantly surprised to discover this shop at this new location. My helper Lesley proves to be knowledgeable therefore extremely helpful! Excellent experience!,none,nan
"The staff is really friendly and they have a great selection. The place is nice, it's sanitized regularly, and the location is super convenient. They'll point you in the right direction to apply for your medical card, as well. Highly recommend.",none,nan
Staff is always friendly and my pre-orders make things even faster during my visits!,none,nan
"Lesley is my favorite bud tender. She always greets me with a smile, and helps me with my bad math.",none,nan
It's like family🥰 Been going since they opened!!,none,nan
"7 mile trail through NPS forest. Terrain is hilly, but maintained.",none,nan
Good afternoon 🌄 how to express my feeling,none,nan
Good trail. Close to home. Great way to get exercise and be in nature without having to leave the city.,none,nan
There is a good chance you will see a few deer!,none,nan
The weather was great my grandchildren enjoyed it.,none,nan
Great place for working out,none,nan
Great walking trail,none,nan
I love this place,none,nan
(Translated by Google) Pleasant space for various meetings (Original) Agreable espace pour des rencontres diverses,none,nan
"I love everything in that store!!! The staff is pretty friendly and helpful, but sometimes they can be overwhelmingly friendly to the point that it doesn't feel genuine. But it's retail so that's to be expected.",none,nan
Friendly staff..pricey..clothes earthy..mostly geared towards younger age group,none,nan
"fun music, $100 jeans, $50 small purse. fancy pricey for people who like it",none,nan
Gd quality clothing great service,none,nan
Nice fashion..,none,nan
I just moved here in April and I fail in love with my new place the neighbors are very friendly and nice my daughter loves living here she told me mom I wish you would have found this place sooner and I agree. Sincerely Ms. Brawner,none,nan
Visiting daughter that live DC..toured various places of interest. Visits at least 3 times year. Love the city,none,nan
"Don't bother coming to see this apartment building. Made an appointment to see a specific unit listed at a specific price, when I showed up next week to see the unit, door to the building was locked and nobody answered either phone number I called. I got lucky and the FedEx guy happened to be making deliveries while I was waiting. Once I got inside, I was told that the unit I wanted to see was NOT available and the only available units were $200 more expensive than the one listed. Huge waste of ",none,nan
"Built this apt building with basically no parking, so the residents have flooded the neighborhood parking. Thoughtless builder!!",none,nan
"Luxurious Apartament complex; with studio, 1 bdroom, and 2 bdroom units in their inventory. Call leasing office to inquire about availability.",none,nan
"My apartment flooded and Bernstein COMPLETELY BOTCHED taking care of it. I was out of town over the weekend and got an email LATE SUNDAY that the apartments in the basement started flooding ON SATURDAY (15 hours before). I don’t know why Bernstein chose not to contact residents when the flooding started, since DC is the ultimate commuter city and most people leave the city on the weekend (not to mention it was August and people go on vacation). I rushed home to find that my apartment had been to",none,nan
Great apartments z perfect address,none,nan
I don't even know why that's up there I never been there don't want to go there,none,nan
Great for Seniors. Very clean and a lot for seniors to enjoy.,none,nan
Top notch. The Executive Director is fantastic. Great center for seniors.,none,nan
Wellness Center with plenty of physical activity. Keeping participants flexible. Good vibes.,none,Positive review about the wellness center's activities and atmosphere.
"My favorite place for socialization, educational information, and taking care of my body through many fitness and nutritional programs that are offered at Bernice Fonteau Wellness Center.",none,Describes positive experiences related to socialization and fitness programs.
"A very good place for seniors and they have a lot of activities, food, and a good staff to assist.",none,Compliments the wellness center's activities and staff for seniors.
A great place for seniors to exercise go on trips connect with other seniors in other places great lunch nice arts and crafts computer program room TV and. A lot more....Seniors in action....,none,Highlights various activities and positive experiences for seniors.
Love from the door to the top floor,irrelevant,Vague expression of affection without context or details about a specific location.
Love,irrelevant,Single word review lacks context or information about a specific location.
Expensive: $40 for 2 feed in braids. It was messy and basic looking. I straightened my hair before I got there just so the stylist could jam my hair up with Jam. This style was not worth $40. Let me find the other pic so you can see what the stylist did that I had her take out. You didn't even have the color hair I preferred. Lol thanks for your response tho. Oh and did I mention you. Or whoever the owner is was rude as hell when she arrived. I won't be back.. Nice welcoming!,no_visit_rant,Describes a negative experience but does not indicate a visit to the location.
"I had a bad experience here. I spoke to the owner specifying that I wanted medium waist length knotless braids. The person assigned to me was 45 minutes late. I let that go and stayed. My entire service took about 7 hours - and while the braids were neat, I quickly realized that they actually weren't knotless - the braider still used a thin knot of hair at the root. Not only that, the braids were so heavy and pulling that I couldn't put the braids in a bun! It was my first time getting knotless ",no_visit_rant,Details a complaint about service without evidence of a visit.
Ester is like that! She took care of my ends to ensure no breakage.,none,Positive feedback about hair care and stylist's attention.
They know their craft. The shop was clean and the atmosphere was professional but still friendly.,none,Compliments the cleanliness and professionalism of the shop.
